query,rank,work_id,doi,title,publication_year,publication_date,cited_by_count,type
configuration repair infrastructure as code Terraform,80,https://openalex.org/W4407717420,https://doi.org/10.30574/ijsra.2025.14.2.0428,Next-generation observability platforms: redefining debugging and monitoring at scale,2025,2025-02-18,2,article
configuration repair infrastructure as code Terraform,81,https://openalex.org/W4387544310,https://doi.org/10.1109/icdcs57875.2023.00034,Fast Prototyping of Distributed Stream Processing Applications with stream2gym,2023,2023-07-01,2,conference-paper
configuration repair infrastructure as code Terraform,82,https://openalex.org/W7139999971,https://doi.org/10.53735/cisse.v13i1.219,AI-Driven Cloud Security,2026,2026-03-21,1,article
configuration repair infrastructure as code Terraform,83,https://openalex.org/W4414019656,https://doi.org/10.22399/ijcesen.3808,Policy-Driven Infrastructure Validation for Network Modernization,2025,2025-09-01,0,article
configuration repair infrastructure as code Terraform,84,https://openalex.org/W4410455918,https://doi.org/10.37745/ejcsit.2013/vol13n21136,Developing an AI-Driven Anomaly Detection System for Cloud Data Pipelines: Minimizing Data Quality Issues by 40%,2025,2025-04-15,1,article
configuration repair infrastructure as code Terraform,85,https://openalex.org/W4312204251,https://doi.org/10.20944/preprints202212.0490.v1,Vendor-Agnostic Reconfiguration of Kubernetes Clusters in Cloud Federations,2022,2022-12-26,1,preprint
configuration repair infrastructure as code Terraform,86,https://openalex.org/W4377007561,https://doi.org/10.1109/tdsc.2023.3276487,Detection Strategies for Microservice Security Tactics,2023,2023-05-16,6,article
configuration repair infrastructure as code Terraform,87,https://openalex.org/W4406444669,https://doi.org/10.1016/j.polgeo.2025.103279,"Making modern water: The content, actors, and processes of embedding the Mahaweli Development Project in Sri Lanka (1963–2010)",2025,2025-01-16,4,article
configuration repair infrastructure as code Terraform,88,https://openalex.org/W7140162824,https://doi.org/10.55454/rcsas.6.03.2026.002,Autonomous DevOps Platforms: The Role of Generative AI in CI/CD Optimization and Infrastructure Management,2026,2026-03-01,0,article
configuration repair infrastructure as code Terraform,89,https://openalex.org/W7119506700,https://doi.org/10.1007/978-3-031-99489-0_4,WSC Software: Distributed Systems Infrastructure,2025,2025-12-28,0,book-chapter
configuration repair infrastructure as code Terraform,90,https://openalex.org/W4415413193,https://doi.org/10.36227/techrxiv.176110163.34464208/v1,Policy-as-Code Auto-Remediation with Human-Centered Explanations,2025,2025-10-22,0,preprint
configuration repair infrastructure as code Terraform,91,https://openalex.org/W7113001810,,A Comparative Analysis of Security Features and Code Smells in Ansible and Chef,2025,2025-01-01,0,dissertation
configuration repair infrastructure as code Terraform,92,https://openalex.org/W4410421274,https://doi.org/10.58425/ajt.v4i1.356,Cloud Infrastructure Management and Automation,2025,2025-05-16,0,article
configuration repair infrastructure as code Terraform,93,https://openalex.org/W4414332386,https://doi.org/10.12732/ijam.v38i2s.83,AI IN DEVOPS: A FRAMEWORK FOR PREDICTIVE MAINTENANCE AND AUTOMATED ISSUE RESOLUTION,2025,2025-09-18,1,article
configuration repair infrastructure as code Terraform,94,https://openalex.org/W4414829539,https://doi.org/10.48550/arxiv.2504.08678,The Ultimate Configuration Management Tool? Lessons from a Mixed Methods Study of Ansible's Challenges,2025,2025-04-11,0,preprint
configuration repair infrastructure as code Terraform,95,https://openalex.org/W7172133748,https://doi.org/10.32628/cseit26124220,"SAFE-HealCloud: Safety-Aware, Agentic Self-Healing for Cloud Infrastructure",2026,2026-08-01,0,article
configuration repair infrastructure as code Terraform,96,https://openalex.org/W4411604364,https://doi.org/10.32628/cseit25113389,Cloud-Centric Architectures for Social Media: A Review of Challenges and Evolutionary Trends,2025,2025-06-20,2,article
configuration repair infrastructure as code Terraform,97,https://openalex.org/W4403536773,https://doi.org/10.1145/3691620.3695264,Challenges & Opportunities in Automating DBMS: A Qualitative Study,2024,2024-10-18,1,conference-paper
configuration repair infrastructure as code Terraform,98,https://openalex.org/W4318824278,https://doi.org/10.32388/csttyq.3,"Digitalization, Emerging Technologies, and Financial Stability: Challenges and Opportunities for the Indonesian Banking Sector and Beyond. Muyanja Ssenyonga Jameaba",2023,2023-02-01,5,preprint
configuration repair infrastructure as code Terraform,99,https://openalex.org/W7104059480,https://doi.org/10.23939/sisn2025.18.1.067,Methods for Evaluating the Reliability of Web Portals at Different Stages of Development Using the Integration of Immutable Infrastructure and Containerization,2025,2025-09-15,0,article
configuration repair infrastructure as code Terraform,100,https://openalex.org/W4410061824,https://doi.org/10.7551/mitpress/12448.003.0007,Designing Humane Infrastructures,2025,2025-04-29,0,book-chapter
configuration repair infrastructure as code Terraform,101,https://openalex.org/W7113183151,,Infrastruktuuri koodina jatkuvien palveluiden tarjoajille: Tapaustutkimus,2022,2022-07-29,0,dissertation
configuration repair infrastructure as code Terraform,102,https://openalex.org/W7111728307,,MAINSTREAM OS: A MODULAR FRAMEWORK FOR SCALABLE INFRASTRUCTURE AUTOMATION WITH APPLICATIONS IN THE METAVERSE,2024,2024-12-01,0,dissertation
configuration repair infrastructure as code Terraform,103,https://openalex.org/W7124421247,https://doi.org/10.59717/j.xinn-life.2026.100193,Extraterrestrial bioconstruction technology system: Bridging space station applications and deep-space missions,2026,2026-01-01,3,article
configuration repair infrastructure as code Terraform,104,https://openalex.org/W4408069882,https://doi.org/10.53555/ephijse.v10i2.268,Optimizing Cloud Migration: Best Practices and Lessons Learned,2024,2024-01-01,1,article
configuration repair infrastructure as code Terraform,105,https://openalex.org/W4411415403,https://doi.org/10.15680/ijircce.2024.1202068,AI-Orchestrated Disaster Recovery and Resilience Strategies across Multi-Cloud Infrastructures,2024,2024-02-20,0,article
configuration repair infrastructure as code Terraform,106,https://openalex.org/W7141771811,,Empirical Characterization of Logging Smells in Machine Learning Code,2026,2026-03-24,0,preprint
configuration repair infrastructure as code Terraform,107,https://openalex.org/W7130375722,https://doi.org/10.32628/ijsrst2295163,Foundation Models as Platform Infrastructure: Integrating Large Language Models into Internal Developer Platforms for Scalable Productivity,2022,2022-09-01,0,article
configuration repair infrastructure as code Terraform,108,https://openalex.org/W4416104103,https://doi.org/10.38124/ijsrmt.v4i11.953,Automation-Driven Infrastructure Scaling: Enhancing Operational Efficiency in FinTech Cloud Environments,2025,2025-11-11,0,article
configuration repair infrastructure as code Terraform,109,https://openalex.org/W4285041605,https://doi.org/10.5281/zenodo.6821706,D4.4-IaC Code security and components security inspection_V1.0,2022,2022-07-12,0,report
configuration repair infrastructure as code Terraform,110,https://openalex.org/W4410935855,https://doi.org/10.70528/ijlrp.v6.i4.1571,The Role of Agile Methodologies in Transforming Insurance Product Development Lifecycles,2025,2025-04-04,1,article
configuration repair infrastructure as code Terraform,111,https://openalex.org/W4410864948,https://doi.org/10.30574/wjaets.2025.15.2.0810,Autonomous cloud engineering: The rise of self-healing AWS infrastructure using AI and event-driven automation,2025,2025-05-29,0,article
configuration repair infrastructure as code Terraform,112,https://openalex.org/W7153006727,https://doi.org/10.63282/3050-922x.ijeret-v3i4p118,Cross-Cloud Governance Engine Using Policy-as-Code for CMS Platforms,2022,2022-01-01,0,article
configuration repair infrastructure as code Terraform,113,https://openalex.org/W7155191972,https://doi.org/10.15662/ijsrat.2023.0606006,AI-Enabled Cloud Infrastructure Monitoring for Proactive System Failure Prevention,2023,2023-12-12,0,article
configuration repair infrastructure as code Terraform,114,https://openalex.org/W4411032118,https://doi.org/10.55640/ijvsli-05-01-04,Designing Fault-Tolerant Test Infrastructure for Large-Scale GPU Manufacturing,2025,2025-05-22,0,article
configuration repair infrastructure as code Terraform,115,https://openalex.org/W7131294482,https://doi.org/10.3390/electronics15050918,"Static Analysis Techniques for Embedded, Cyber-Physical, and Electronic Software Systems: A Comprehensive Survey",2026,2026-02-24,1,article
configuration repair infrastructure as code Terraform,116,https://openalex.org/W4414340867,https://doi.org/10.34218/ijcet_16_05_002,SECURITY-AS-CODE: ENFORCING CYBERSECURITY STANDARDS THROUGH AUTOMATED GOVERNANCE IN CLOUD PIPELINES,2025,2025-09-18,0,article
configuration repair infrastructure as code Terraform,117,https://openalex.org/W7204526025,https://doi.org/10.48550/arxiv.2608.26742,Claude Code Complete User Handbook,2026,2026-08-27,0,preprint
configuration repair infrastructure as code Terraform,118,https://openalex.org/W4411612442,https://doi.org/10.63282/3050-9246.ijetcsit-v3i2p106,Fail-Proof by Design: Building Always-On Insurance Infrastructure with Multi-Zone Redundancy and Self-Healing Pipelines,2022,2022-01-01,0,article
configuration repair infrastructure as code Terraform,119,https://openalex.org/W4386908824,https://doi.org/10.5281/zenodo.8366395,Deliverable D2.1 - Ecosystem analysis and 6G-SANDBOX facility design,2023,2023-07-02,1,report
configuration repair infrastructure as code Terraform,120,https://openalex.org/W4412625455,https://doi.org/10.36227/techrxiv.175339621.11238943/v1,Practical Integration of Large Language Models into Enterprise CI/CD Pipelines for Security Policy Validation: An Industry-Focused Evaluation,2025,2025-07-24,0,preprint
configuration repair infrastructure as code Terraform,121,https://openalex.org/W4415103221,https://doi.org/10.31891/2307-5732-2025-355-107,МЕТОД ГЕНЕРАЦІЇ ХМАРНОЇ ІНФРАСТРУКТУРИ НА ОСНОВІ ВИСОКОРІВНЕВОГО ОПИСУ ПРИРОДНОЮ МОВОЮ ТА ВЕЛИКИХ МОВНИХ МОДЕЛЕЙ,2025,2025-08-28,0,article
configuration repair infrastructure as code Terraform,122,https://openalex.org/W7197054003,,Permission Denied: Policy-Graded Evaluation of Coding Agents in Hardened Environments,2026,2026-08-02,0,preprint
configuration repair infrastructure as code Terraform,123,https://openalex.org/W7168278465,https://doi.org/10.21203/rs.3.rs-9932577/v1,"Autonomous System Vulnerability Remediation: A Survey of Agentic AI, Reinforcement Learning, Benchmarks, and Operational Safety",2026,2026-07-14,0,preprint
configuration repair infrastructure as code Terraform,124,https://openalex.org/W4411401227,https://doi.org/10.70286/isu-18.06.2025,"Дисплазія кульшового суглоба у дітей : морфологічні зміни, діагностика та лікування",2025,2025-06-18,1,paratext
configuration repair infrastructure as code Terraform,125,https://openalex.org/W7202340187,https://doi.org/10.21203/rs.3.rs-10674271/v1,Sentinel-Mesh: A Neuro-Symbolic Framework for Formally Verified Remediation of Cloud Misconfigurations,2026,2026-08-13,0,preprint
configuration repair infrastructure as code Terraform,126,https://openalex.org/W7134265847,https://doi.org/10.15662/ijeetr.2023.0506019,AI-Driven Cloud Automation for IT Service Management Platforms,2023,2023-12-19,0,article
configuration repair infrastructure as code Terraform,127,https://openalex.org/W7208786046,https://doi.org/10.66823/2egmd793,The Double-Edged Sword of AI Pair Programmers: A Systematic Literature Review of Security Vulnerabilities in AI-Generated Code and Agentic Development Environments,2026,2026-09-04,0,review
configuration repair infrastructure as code Terraform,128,https://openalex.org/W7204225093,https://doi.org/10.48550/arxiv.2608.23842,Automated Synthesis of Cloud Emulators,2026,2026-08-24,0,preprint
configuration repair infrastructure as code Terraform,129,https://openalex.org/W4412867999,https://doi.org/10.59573/emsj.9(3).2025.39,Automated Business Continuity and Disaster Recovery in Hybrid Cloud Enterprise Architectures,2025,2025-07-30,0,article
configuration repair infrastructure as code Terraform,130,https://openalex.org/W7162149509,,Beyond the Tip of the Iceberg: Understanding SATD in Dockerfiles through the Lens of Co-evolution,2026,2026-05-20,0,preprint
configuration repair infrastructure as code Terraform,131,https://openalex.org/W7166275638,,"Розробка методу онтологічно опосередкованого семантичного контролю для підвищення надійності інфраструктури як коду, згенерованої великими мовними моделями",2026,2026-06-25,0,article
configuration repair infrastructure as code Terraform,132,https://openalex.org/W4415747921,https://doi.org/10.1109/tdsc.2025.3628213,Automated Analysis of Security Policy Violations in Helm Charts,2025,2025-10-31,0,article
configuration repair infrastructure as code Terraform,133,https://openalex.org/W7167739299,https://doi.org/10.33411/ijist/1813,From Automation to Autonomy: A Survey of Agentic Workflows in CI/CD Orchestration,2026,2026-05-14,0,article
configuration repair infrastructure as code Terraform,134,https://openalex.org/W7152987470,https://doi.org/10.63282/3117-5481/aijcst-v5i1p104,Autonomous DevSecOps Agent for Continuous Governance and Compliance in Multi-Cloud DXPs,2023,2023-01-01,0,article
configuration repair infrastructure as code Terraform,135,https://openalex.org/W7161485193,https://doi.org/10.32628/ijsrset2425448,From Observability to AIOps : The Evolution of the Self-Healing Banking Cloud,2024,2024-02-08,0,article
configuration repair infrastructure as code Terraform,136,https://openalex.org/W4407185663,https://doi.org/10.48550/arxiv.2502.02009,LLMSecConfig: An LLM-Based Approach for Fixing Software Container Misconfigurations,2025,2025-02-04,0,preprint
configuration repair infrastructure as code Terraform,137,https://openalex.org/W7171902012,,Specification-Driven DevOps for Multi-Service Environments,2026,2026-07-27,0,preprint
configuration repair infrastructure as code Terraform,138,https://openalex.org/W7129494822,https://doi.org/10.32996/jcsts.2025.7.1.32,Modernizing Mission-Critical Systems: A Hybrid-Cloud Transformation Roadmap,2025,2025-01-15,0,article
configuration repair infrastructure as code Terraform,139,https://openalex.org/W7148214904,,Cloud-Based Disaster Recovery and Business Continuity,2025,2025-01-01,0,dissertation
configuration repair infrastructure as code Terraform,140,https://openalex.org/W7148596693,https://doi.org/10.3390/jcp6020061,Evaluating the Operational Impact of Automated Endpoint Compliance and Security Monitoring in Linux Environments,2026,2026-04-02,0,article
configuration repair infrastructure as code Terraform,141,https://openalex.org/W4408952913,https://doi.org/10.47363/jaicc/2022(1)428,Advanced Strategies for Cloud Security and Scalability in Multi-VPC Architectures,2022,2022-01-17,0,article
configuration repair infrastructure as code Terraform,142,https://openalex.org/W7171436252,https://doi.org/10.65890/dmp-lncse.iciccs26.201,Modernising On-Prem Government Systems to Cloud-Native Architectures: A U.S. Public Sector Case,2026,2026-07-26,0,article
configuration repair infrastructure as code Terraform,143,https://openalex.org/W4411921792,https://doi.org/10.56726/irjmets21053,IMMUTABLE PIPELINES: A PARADIGM SHIFT FOR TRUSTWORTHY CONTINUOUS DELIVERY,2025,2025-07-02,0,article
configuration repair infrastructure as code Terraform,144,https://openalex.org/W4416471066,https://doi.org/10.37082/ijirmps.v13.i5.232782,Resilience by Design: Disaster Recovery and Failover Strategies for Mission-Critical Applications,2025,2025-09-06,0,article
configuration repair infrastructure as code Terraform,145,https://openalex.org/W7160630362,https://doi.org/10.71097/ijaidr.v15.i1.1904,"Automated Vulnerability Management in DevSecOps Pipelines for SaaS Platforms: A Practical Framework for SAST, DAST, Dependency Scanning, and Controlled Remediation",2024,2024-04-05,0,article
configuration repair infrastructure as code Terraform,146,https://openalex.org/W4413902812,https://doi.org/10.30574/wjaets.2023.8.2.0119,Zero-touch DevOps: A GenAI-orchestrated SDLC automation framework,2023,2023-04-30,0,article
configuration repair infrastructure as code Terraform,147,https://openalex.org/W7125459827,,IntelliSA: An Intelligent Static Analyzer for IaC Security Smell Detection Using Symbolic Rules and Neural Inference,2026,2026-01-21,0,preprint
configuration repair infrastructure as code Terraform,148,https://openalex.org/W4411654110,https://doi.org/10.63282/3050-9262.ijaidsml-v5i4p107,Zero-Touch Reliability: The Next Generation of Self-Healing Systems,2024,2024-01-01,0,article
configuration repair infrastructure as code Terraform,149,https://openalex.org/W7128482949,https://doi.org/10.63282/3050-9246.ijetcsit-v7i1p110,The Future of Site Reliability Engineering in Financial Platforms: Ensuring Uptime for Multi-Billion-Dollar Transactions,2026,2026-01-01,0,article
configuration repair infrastructure as code Terraform,150,https://openalex.org/W4416689463,https://doi.org/10.12732/ijam.v38i10s.1140,CLOUD-NATIVE ENGINEERING AND AI-POWERED AUTOMATION FOR SCALABLE PLATFORMS,2025,2025-11-09,0,article
configuration repair infrastructure as code Terraform,151,https://openalex.org/W4416258007,https://doi.org/10.71097/ijaidr.v16.i1.1613,Automated Cloud Security in Healthcare: Ensuring HIPAA Compliance with AI and DevOps,2025,2025-04-01,0,article
configuration repair infrastructure as code Terraform,152,https://openalex.org/W4409344717,https://doi.org/10.47363/jaicc/2025(4)434,Automated Cloud Security in Healthcare: Ensuring HIPAA Compliance with AI and DevOps,2025,2025-04-01,0,article
configuration repair infrastructure as code Terraform,153,https://openalex.org/W4411532641,https://doi.org/10.55041/ijsrem16417,Implementing Multi-Region Disaster Recovery Solutions in AWS Cloud Environment,2022,2022-09-17,0,article
configuration repair infrastructure as code Terraform,154,https://openalex.org/W7171342952,,"Deklarativna, ponovljiva, neobstojna in varna postavitev ter upravljanje infrastrukture z Nix/NixOS",2026,2026-07-23,0,dissertation
configuration repair infrastructure as code Terraform,155,https://openalex.org/W7134860117,,OSS-CRS: Liberating AIxCC Cyber Reasoning Systems for Real-World Open-Source Security,2026,2026-03-09,0,preprint
configuration repair infrastructure as code Terraform,156,https://openalex.org/W4413505443,https://doi.org/10.63282/3050-9246.ijetcsit-v6i1p115,Product Lifecycle Governance in DevOps: A PMP-Certified Approach with GitOps,2025,2025-01-01,0,article
configuration repair infrastructure as code Terraform,157,https://openalex.org/W4410385759,https://doi.org/10.5463/thesis.1208,On the Automatic Detection and Remediation of Misconfigurations and Vulnerabilities in Cloud Ecosystems,2025,2025-05-15,0,dissertation
configuration repair infrastructure as code Terraform,158,https://openalex.org/W7169506312,https://doi.org/10.59332/jbis-079-07-0230,Retaining Earth’s Habitability Beyond the Life of the Sun,2026,2026-07-09,0,article
configuration repair infrastructure as code Terraform,159,https://openalex.org/W7169661421,https://doi.org/10.15662/ijsrat.2023.0602002,Modernizing Enterprise Systems Using Intelligent Microservices and Google Cloud Platform,2023,2023-03-08,0,article
configuration repair infrastructure as code Terraform,160,https://openalex.org/W7124228230,,APEX-SWE,2026,2026-01-13,0,preprint
configuration repair infrastructure as code Terraform,161,https://openalex.org/W7161090181,,Open Ontologies: Tool-Augmented Ontology Engineering with Stable Matching Alignment,2026,2026-05-09,0,preprint
configuration repair infrastructure as code Terraform,162,https://openalex.org/W4396671501,https://doi.org/10.1051/epjconf/202429507038,Preparing for a new Data Center: Automated Management of a 10’000 node bare-metal fleet in CERN IT,2024,2024-01-01,0,conference-paper
configuration repair infrastructure as code Terraform,163,https://openalex.org/W4388041713,https://doi.org/10.3167/ajec.2023.320201,Editorial Response to Issue 32(1) on Materialities of Age & Ageing,2023,2023-09-01,0,editorial
configuration repair infrastructure as code Terraform,164,https://openalex.org/W7204277813,https://doi.org/10.1177/25148486261480374,Maintaining to obstruct: Associated milieu and the ecology of fossil continuity,2026,2026-08-26,0,article
configuration repair infrastructure as code Terraform,165,https://openalex.org/W7155550642,https://doi.org/10.1117/12.3110940,Research on data-driven software intelligent evolution model,2026,2026-04-24,0,conference-paper
configuration repair infrastructure as code Terraform,166,https://openalex.org/W7207919268,,Self-Healing CI/CD Pipeline Using LLM and Google ADK Framework,2025,2025-01-01,0,dissertation
configuration repair infrastructure as code Terraform,167,https://openalex.org/W7153162478,https://doi.org/10.63282/3050-9262.ijaidsml-v5i1p121,From Pipelines to Policy: Embedding AI-Ready Governance into Cloud DevOps at Scale,2024,2024-01-01,0,article
configuration repair infrastructure as code Terraform,168,https://openalex.org/W7171902937,,Towards a Systems Foundation for Agentic Cloud Management,2026,2026-07-28,0,preprint
configuration repair infrastructure as code Terraform,169,https://openalex.org/W4415551100,https://doi.org/10.69739/jcsp.v2i2,,2025,2025-10-26,0,paratext
configuration repair infrastructure as code Terraform,170,https://openalex.org/W7115984209,,"Literature review on the impact of DevSecOps on the software development life cycle : enhancing security, efficiency, and compliance",2025,2025-01-01,0,dissertation
configuration repair infrastructure as code Terraform,171,https://openalex.org/W4294896641,https://doi.org/10.5281/zenodo.7056391,NetApps Validation and onboarding to Open Repository (intermediate),2022,2022-09-07,0,report
configuration repair infrastructure as code Terraform,172,https://openalex.org/W4407782946,https://doi.org/10.21275/sr241230210341,Building Resilient CI/CD Pipelines: Tools and Techniques for Enhanced Automation,2025,2025-02-20,0,article
configuration repair infrastructure as code Terraform,173,https://openalex.org/W7137501443,,Cloud Computing,2025,2025-01-01,0,article
configuration repair infrastructure as code Terraform,174,https://openalex.org/W7153113553,https://doi.org/10.63282/3117-5481/aijcst-v6i3p106,AutoScriptAI: Model-Driven Framework for Autonomous Script Generation and Lifecycle Maintenance,2024,2024-01-01,0,article
configuration repair infrastructure as code Terraform,175,https://openalex.org/W7162150212,,Declarative Data Services: Structured Agentic Discovery for Composing Data Systems,2026,2026-05-20,0,preprint
configuration repair infrastructure as code Terraform,176,https://openalex.org/W7132887288,,Security Automation in DevOps: Detection and mitigation of vulnerabilities in DevOps pipeline,2025,2025-01-01,0,dissertation
configuration repair infrastructure as code Terraform,177,https://openalex.org/W4412042637,https://doi.org/10.5121/csit.2025.151106,CLOUD-NATIVE SECURITY POSTURE MANAGEMENT IN AWS AND AZURE: AUDITDRIVEN APPROACHES TO RISK AND COMPLIANCE,2025,2025-06-21,0,conference-paper
configuration repair infrastructure as code Terraform,178,https://openalex.org/W4413449217,https://doi.org/10.70593/978-93-7185-060-5,"Artificial Intelligence for DevOps and Site Reliability Engineering: Theories, Applications, and Future Directions",2025,2025-08-07,0,book
configuration repair infrastructure as code Terraform,179,https://openalex.org/W7131119948,https://doi.org/10.70593/978-93-7185-592-1_8,"Automation, Orchestration, and Self-Optimizing Pipelines",2026,2026-02-10,0,book-chapter
configuration repair infrastructure as code Terraform,180,https://openalex.org/W7162735292,,Towards Accurate Detection of Security-Related Misconfigurations in IaC Scripts,2026,2026-05-18,0,conference-paper
configuration repair infrastructure as code Terraform,181,https://openalex.org/W7162219013,,TerminalWorld: Benchmarking Agents on Real-World Terminal Tasks,2026,2026-05-21,0,preprint
configuration repair infrastructure as code Terraform,182,https://openalex.org/W4411736280,https://doi.org/10.56975/jetir.v12i4.559123,"Cloud Computing: Architectures, Security Paradigms, and Future Directions",2025,2025-01-01,0,article
configuration repair infrastructure as code Terraform,183,https://openalex.org/W4414031507,https://doi.org/10.35629/5252-0708877894,Cloud Ransomware Defense and Data Recovery,2025,2025-08-01,0,article
configuration repair infrastructure as code Terraform,184,https://openalex.org/W4411911601,https://doi.org/10.56975/ijrar.v12i2.316401,Unifying DevOps and Kubernetes: Automation Techniques for Modern Software Delivery,2025,2025-01-01,0,article
configuration repair infrastructure as code Terraform,185,https://openalex.org/W7134040098,https://doi.org/10.22399/ijcesen.4933,Policy-Governed Agentic Autonomous Quality Assurance for Enterprise Systems,2025,2025-12-30,0,article
configuration repair infrastructure as code Terraform,186,https://openalex.org/W4409325988,https://doi.org/10.36227/techrxiv.174430503.35488646/v1,"How accessible is cybersecurity training? A survey on the accessibility, capabilities, and technology stack of Cyber Ranges",2025,2025-04-10,0,preprint
configuration repair infrastructure as code Terraform,187,https://openalex.org/W7130933784,https://doi.org/10.70593/978-93-7185-360-6_8,Performance Optimization and Cost Efficiency at Scale,2026,2026-02-12,0,book-chapter
configuration repair infrastructure as code Terraform,188,https://openalex.org/W4411609230,https://doi.org/10.63282/3050-922x.ijeret-v6i2p107,Full-Stack Resilience: Designing Systems that Tolerate Chaos by Default,2025,2025-01-01,0,article
configuration repair infrastructure as code Terraform,189,https://openalex.org/W4413750878,https://doi.org/10.62127/aijmr.2023.v01i03.1140,Advancing DevOps Automation: A Framework for Efficient CI/CD Pipeline Orchestration,2023,2023-12-15,0,article
configuration repair infrastructure as code Terraform,190,https://openalex.org/W7169506785,https://doi.org/10.63282/3050-9262.ijaidsml-v3i4p119,Predictive Drift Detection and Adaptive Reconciliation in Multi-Cloud Data Environments,2022,2022-12-30,0,article
configuration repair infrastructure as code Terraform,191,https://openalex.org/W7161056477,https://doi.org/10.63282/3117-5481/aijcst-v6i2p108,A DevOps-Centric Approach to Monitoring and CI/CD Optimization in Healthcare and Insurance Software System,2024,2024-03-18,0,article
configuration repair infrastructure as code Terraform,192,https://openalex.org/W7137881097,https://doi.org/10.21606/iasdr.2025.568,Non-human Rights and Posthuman Governance: How Speculative Design Simulate the Dwelling Politics of 'Cross-species symbiosis lives'?,2025,2025-12-02,0,conference-paper
configuration repair infrastructure as code Terraform,193,https://openalex.org/W7164092904,,Towards Self-Healing Networks: AI-Based Log Analytics and Automated Remediation,2026,2026-01-01,0,dissertation
configuration repair infrastructure as code Terraform,194,https://openalex.org/W4412514096,https://doi.org/10.30574/wjarr.2022.15.3.0971,Implementing DevSecOps in cloud-native workflows,2022,2022-09-30,0,article
configuration repair infrastructure as code Terraform,195,https://openalex.org/W7161123940,https://doi.org/10.11575/prism/51452,Flood Resilience in Rural Estuarine Coastal Regions of Bangladesh: A Community-Based Study of Settlement Patterns and Local Knowledge,2026,2026-05-11,0,dissertation
configuration repair infrastructure as code Terraform,196,https://openalex.org/W7169689235,,Fully Automated End-to-End Adversary Emulation from MITRE ATT\&CK Based Cyber Threat Intelligence Using LLMs,2026,2026-07-16,0,preprint
configuration repair infrastructure as code Terraform,197,https://openalex.org/W7160555889,https://doi.org/10.21203/rs.3.rs-9137876/v1,From DevOps to XOps: An Agent-Driven Reference Architecture for Autonomous Enterprise Operations,2026,2026-05-08,0,preprint
configuration repair infrastructure as code Terraform,198,https://openalex.org/W4411436979,https://doi.org/10.71097/ijsat.v13.i4.6415,Legacy to Cloud-Native: Scalable Strategies for Migrating Huge Hadoop Clusters To AWS,2022,2022-11-10,0,article
configuration repair infrastructure as code Terraform,199,https://openalex.org/W4402042260,https://doi.org/10.36227/techrxiv.172503824.45535562/v1,Fast Prototyping of Distributed Stream Processing Applications with stream2gym,2024,2024-08-30,0,preprint
configuration repair infrastructure as code Terraform,200,https://openalex.org/W7144235764,https://doi.org/10.71465/mrcis108,SOFTWARE REUSABILITY AND COMPONENT-BASED ARCHITECTURE,2025,2025-05-05,0,article
static dynamic analysis software reliability,1,https://openalex.org/W4281554261,https://doi.org/10.1016/j.chbr.2022.100206,Response rates of online surveys in published research: A meta-analysis,2022,2022-05-26,1308,review
static dynamic analysis software reliability,2,https://openalex.org/W4380997513,https://doi.org/10.2196/47479,Reliability of Medical Information Provided by ChatGPT: Assessment Against Clinical Guidelines and Patient Information Quality Instrument,2023,2023-06-15,368,article
static dynamic analysis software reliability,3,https://openalex.org/W4293770403,https://doi.org/10.1007/s10586-022-03713-0,Energy efficiency in cloud computing data centers: a survey on software technologies,2022,2022-08-29,494,article
static dynamic analysis software reliability,4,https://openalex.org/W4402684050,https://doi.org/10.18653/v1/2024.acl-long.810,ChatDev: Communicative Agents for Software Development,2024,2024-01-01,344,conference-paper
static dynamic analysis software reliability,5,https://openalex.org/W4291128325,https://doi.org/10.1177/0271678x221119760,Transfer function analysis of dynamic cerebral autoregulation: A CARNet white paper 2022 update,2022,2022-08-12,167,article
static dynamic analysis software reliability,6,https://openalex.org/W4386303378,https://doi.org/10.3390/math11173729,Deep Learning in Sign Language Recognition: A Hybrid Approach for the Recognition of Static and Dynamic Signs,2023,2023-08-30,104,article
static dynamic analysis software reliability,7,https://openalex.org/W4320520702,https://doi.org/10.1016/j.apenergy.2023.120647,"Dynamic modeling, stability analysis and control of interconnected microgrids: A review",2023,2023-01-18,89,article
static dynamic analysis software reliability,8,https://openalex.org/W4285388272,https://doi.org/10.1007/s00500-022-07268-5,A VIKOR-based group decision-making approach to software reliability evaluation,2022,2022-07-14,19,article
static dynamic analysis software reliability,9,https://openalex.org/W4390660181,https://doi.org/10.1109/access.2024.3350207,Comprehensive Review on Static and Dynamic Distribution Network Reconfiguration Methodologies,2024,2024-01-01,58,article
static dynamic analysis software reliability,10,https://openalex.org/W4385894332,https://doi.org/10.1109/comst.2023.3296160,"Low Earth Orbit Satellite Security and Reliability: Issues, Solutions, and the Road Ahead",2023,2023-01-01,280,article
static dynamic analysis software reliability,11,https://openalex.org/W4285490477,https://doi.org/10.1145/3533767.3534380,An empirical study on the effectiveness of static C code analyzers for vulnerability detection,2022,2022-07-15,121,conference-paper
static dynamic analysis software reliability,12,https://openalex.org/W4362510939,https://doi.org/10.1016/j.cemconcomp.2023.105046,Static and dynamic compressive behaviour of 3D printed auxetic lattice reinforced ultra-high performance concrete,2023,2023-04-01,82,article
